"source","destination","targetPorts","bytesOut","bytesIn","durationSeconds","firstFlowDate","lastFlowDate","attemptCount"
"172.30.1.49","10.0.0.6",80,36083,603.4,20,"2013-04-03 06:48:38","2013-04-03 12:11:19",80
"172.30.1.12","10.0.0.11",83,36102,600.5421687,9,"2013-04-03 06:48:00","2013-04-03 12:12:13",83
"172.10.1.226","10.0.0.13",76,35086,624.7763158,25,"2013-04-03 06:52:41","2013-04-03 14:49:05",76
"172.20.1.30","10.0.0.12",55,24771,614.0545455,23,"2013-04-03 06:59:41","2013-04-03 11:17:34",55
"172.20.1.203","10.0.0.14",99,44946,632.4545455,38,"2013-04-03 06:52:30","2013-04-03 15:18:27",99
"172.30.1.246","10.0.0.12",113,50980,623.7079646,27,"2013-04-03 06:54:09","2013-04-03 15:12:25",113
"172.30.1.186","172.0.0.1",19,4050,213.1578947,34,"2013-04-03 00:59:25","2013-04-03 12:05:36",19
"172.20.1.15","10.0.0.13",79,35812,632.3164557,2,"2013-04-03 06:49:01","2013-04-03 11:07:45",79
"172.20.1.66","10.0.0.11",63,29008,625.6507937,26,"2013-04-03 06:48:55","2013-04-03 11:17:38",63
"172.20.0.4","172.20.1.162",16,1017212,0.0,65,"2013-04-03 07:40:24","2013-04-03 07:57:31",16
"172.30.2.134","10.0.0.13",77,33996,615.1558442,2,"2013-04-03 06:49:08","2013-04-03 12:12:36",77
"10.0.0.10","172.30.1.176",1,571,108.0,0,"2013-04-03 10:18:45","2013-04-03 10:18:45",1
"172.10.2.52","10.0.0.13",103,44290,625.8058252,25,"2013-04-03 06:48:47","2013-04-03 14:56:41",103
"172.20.1.96","10.0.0.10",68,30311,599.1764706,20,"2013-04-03 06:52:36","2013-04-03 11:06:59",68
"172.10.1.110","10.0.0.14",83,37628,631.6987952,9,"2013-04-03 06:50:57","2013-04-03 15:01:55",83
"172.10.1.110","10.0.0.9",82,38211,614.3414634,72,"2013-04-03 06:54:04","2013-04-03 14:41:49",82
"10.0.0.11","172.30.2.140",1,633,392.0,0,"2013-04-03 10:22:43","2013-04-03 10:22:43",1
"172.10.2.81","10.0.0.7",127,54658,626.5984252,17,"2013-04-03 06:50:02","2013-04-03 15:08:38",127
"172.10.0.6","172.30.1.187",3,222,0.0,0,"2013-04-03 01:13:17","2013-04-03 05:28:36",3
"172.20.1.1","10.0.0.6",68,30812,623.6176471,3,"2013-04-03 06:49:04","2013-04-03 11:34:10",68
"172.10.0.6","172.30.2.128",14,1036,0.0,0,"2013-04-03 13:12:57","2013-04-03 23:16:50",14
"172.30.1.78","172.0.0.1",25,2970,115.2,66,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"172.10.0.6","172.10.2.50",2,148,0.0,0,"2013-04-03 06:48:19","2013-04-03 19:16:37",2
"172.10.1.186","10.0.0.12",82,38440,626.695122,47,"2013-04-03 07:06:27","2013-04-03 15:08:54",82
"172.30.1.78","10.0.0.12",71,31904,620.9295775,15,"2013-04-03 06:50:46","2013-04-03 12:12:08",71
"172.30.1.159","10.0.0.13",70,31686,620.9857143,5,"2013-04-03 06:48:31","2013-04-03 12:01:48",70
"10.0.0.10","172.20.2.122",1,571,108.0,0,"2013-04-03 09:37:21","2013-04-03 09:37:21",1
"172.10.1.211","10.0.0.10",101,46030,626.8118812,15,"2013-04-03 06:51:27","2013-04-03 15:08:06",101
"172.30.2.76","10.0.0.10",80,35466,615.05,118,"2013-04-03 06:48:20","2013-04-03 12:12:37",80
"172.10.0.6","172.10.2.79",1,74,0.0,0,"2013-04-03 06:48:22","2013-04-03 06:48:22",1
"172.10.1.82","172.0.0.1",1,180,0.0,0,"2013-04-03 06:36:21","2013-04-03 06:36:21",1
"172.20.1.81","10.0.0.9",65,29849,625.7230769,26,"2013-04-03 06:49:34","2013-04-03 11:18:25",65
"172.10.1.55","10.0.0.9",120,54414,631.1,14,"2013-04-03 06:51:06","2013-04-03 15:07:28",120
"10.0.0.11","172.10.1.193",1,633,392.0,0,"2013-04-03 10:58:10","2013-04-03 10:58:10",1
"172.30.2.121","10.0.0.14",97,42490,587.5670103,55,"2013-04-03 06:49:25","2013-04-03 12:12:36",97
"172.20.1.252","10.0.0.10",146,65838,624.8082192,96,"2013-04-03 06:56:11","2013-04-03 15:17:25",146
"172.30.1.42","10.0.0.6",70,30995,604.9142857,19,"2013-04-03 06:50:54","2013-04-03 12:09:05",70
"172.30.1.11","10.0.0.6",76,33875,614.6578947,12,"2013-04-03 06:52:55","2013-04-03 12:08:31",76
"172.20.2.102","10.0.0.14",50,23038,633.0,19,"2013-04-03 06:50:59","2013-04-03 11:13:10",50
"172.20.2.113","10.0.0.6",73,33419,624.1917808,42,"2013-04-03 06:51:03","2013-04-03 11:24:23",73
"172.30.1.189","239.255.255.250",3,875,0.0,6,"2013-04-03 06:43:26","2013-04-03 12:05:33",3
"10.0.0.11","172.10.1.109",1,633,392.0,0,"2013-04-03 10:34:37","2013-04-03 10:34:37",1
"172.30.1.43","10.0.0.7",55,24524,621.4909091,0,"2013-04-03 06:48:23","2013-04-03 11:48:00",55
"172.10.2.97","10.0.0.6",117,50506,631.0769231,33,"2013-04-03 06:49:43","2013-04-03 15:16:33",117
"10.0.0.5","172.10.1.241",1,570,108.0,0,"2013-04-03 09:39:49","2013-04-03 09:39:49",1
"172.10.1.177","10.0.0.8",90,40915,620.4444444,43,"2013-04-03 06:48:42","2013-04-03 15:10:19",90
"172.30.2.88","10.0.0.14",63,26502,582.031746,39,"2013-04-03 06:54:34","2013-04-03 12:12:36",63
"172.10.1.123","10.0.0.13",82,37026,618.9756098,15,"2013-04-03 06:50:41","2013-04-03 15:12:16",82
"10.0.0.13","172.30.2.49",1,633,392.0,0,"2013-04-03 11:16:20","2013-04-03 11:16:20",1
"10.0.0.9","172.20.1.209",1,632,391.0,0,"2013-04-03 10:04:16","2013-04-03 10:04:16",1
"10.0.0.11","172.10.1.95",1,633,392.0,0,"2013-04-03 11:45:10","2013-04-03 11:45:10",1
"10.0.0.8","172.30.1.10",1,54,0.0,0,"2013-04-03 10:30:06","2013-04-03 10:30:06",1
"10.0.0.12","172.30.1.11",1,571,108.0,0,"2013-04-03 10:29:49","2013-04-03 10:29:49",1
"10.0.0.7","172.10.2.89",1,632,367.0,0,"2013-04-03 10:21:19","2013-04-03 10:21:19",1
"172.20.1.57","10.0.0.9",79,35504,617.4683544,5,"2013-04-03 06:56:02","2013-04-03 11:16:28",79
"10.7.5.5","172.20.1.77",7,13851440,67023.42857,1092,"2013-04-03 10:25:39","2013-04-03 11:07:09",7
"172.20.2.79","10.0.0.11",74,33718,625.2837838,10,"2013-04-03 06:49:47","2013-04-03 11:07:35",74
"10.0.0.9","172.20.1.2",3,1780,296.6666667,2,"2013-04-03 09:36:26","2013-04-03 10:13:52",3
"172.20.2.139","10.0.0.12",65,28772,616.1384615,2,"2013-04-03 06:51:16","2013-04-03 11:12:52",65
"172.30.1.214","10.0.0.10",110,49940,630.4727273,8,"2013-04-03 06:49:04","2013-04-03 15:15:05",110
"172.30.1.12","10.0.0.13",82,36720,622.6463415,9,"2013-04-03 06:49:11","2013-04-03 12:13:10",82
"10.0.0.7","172.30.1.104",1,632,391.0,0,"2013-04-03 10:00:09","2013-04-03 10:00:09",1
"172.30.2.114","10.0.0.8",63,27103,589.3015873,26,"2013-04-03 07:00:50","2013-04-03 12:12:36",63
"172.20.1.95","10.0.0.12",68,30602,610.0735294,16,"2013-04-03 06:52:37","2013-04-03 11:07:55",68
"172.30.1.19","10.0.0.9",81,35056,592.4197531,42,"2013-04-03 06:53:29","2013-04-03 12:13:52",81
"172.10.1.219","10.1.0.75",114,51986,632.4561404,18,"2013-04-03 06:48:40","2013-04-03 14:59:43",114
"172.20.1.33","172.0.0.1",30,2880,81.0,18,"2013-04-03 00:45:07","2013-04-03 22:32:58",30
"172.20.1.38","10.0.0.14",61,27748,632.1147541,5,"2013-04-03 06:48:58","2013-04-03 11:09:26",61
"10.0.0.13","172.20.1.247",1,571,108.0,0,"2013-04-03 09:56:02","2013-04-03 09:56:02",1
"10.0.0.5","172.10.2.89",3,1834,280.6666667,0,"2013-04-03 10:20:01","2013-04-03 12:28:59",3
"172.30.1.203","10.0.0.12",126,57610,627.1825397,8,"2013-04-03 07:03:25","2013-04-03 15:07:26",126
"10.0.0.12","172.20.2.130",1,571,108.0,0,"2013-04-03 10:57:45","2013-04-03 10:57:45",1
"172.30.1.167","172.30.0.4",2,372,0.0,17,"2013-04-03 11:54:05","2013-04-03 11:54:55",2
"10.0.0.14","172.10.1.208",1,633,392.0,0,"2013-04-03 10:27:27","2013-04-03 10:27:27",1
"10.1.0.77","172.10.1.99",1,633,392.0,0,"2013-04-03 10:27:41","2013-04-03 10:27:41",1
"172.30.1.36","172.0.0.1",25,4140,165.6,68,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"10.0.0.7","172.30.1.162",1,632,391.0,0,"2013-04-03 10:13:35","2013-04-03 10:13:35",1
"172.20.1.19","10.0.0.7",81,36639,631.3333333,0,"2013-04-03 06:54:05","2013-04-03 11:21:02",81
"172.10.1.1","10.1.0.100",122,55171,627.9180328,35,"2013-04-03 06:50:12","2013-04-03 15:16:01",122
"10.0.0.12","172.20.2.109",1,633,392.0,0,"2013-04-03 09:50:32","2013-04-03 09:50:32",1
"172.30.1.42","10.0.0.14",83,35688,587.2409639,29,"2013-04-03 06:48:02","2013-04-03 12:06:04",83
"172.20.2.71","172.0.0.1",25,2430,82.8,17,"2013-04-03 01:23:43","2013-04-03 22:16:11",25
"172.10.1.124","10.199.250.2",31,47570,60685.06452,22,"2013-04-03 07:15:54","2013-04-03 10:13:11",31
"172.10.1.57","10.0.0.7",112,51206,626.9107143,37,"2013-04-03 06:53:40","2013-04-03 15:00:54",112
"172.10.0.6","172.20.1.229",4,296,0.0,0,"2013-04-03 06:48:40","2013-04-03 20:17:14",4
"10.0.0.7","172.20.1.73",1,632,391.0,0,"2013-04-03 10:06:57","2013-04-03 10:06:57",1
"172.10.0.6","172.10.1.34",1,74,0.0,0,"2013-04-03 06:47:41","2013-04-03 06:47:41",1
"10.0.0.8","172.20.1.208",1,570,108.0,0,"2013-04-03 11:08:38","2013-04-03 11:08:38",1
"172.20.1.94","10.0.0.5",54,24125,621.4444444,1,"2013-04-03 06:48:54","2013-04-03 11:34:59",54
"172.10.2.111","10.0.0.9",122,52061,618.7377049,26,"2013-04-03 06:50:31","2013-04-03 15:15:11",122
"172.20.1.88","10.0.0.5",66,29790,623.3636364,0,"2013-04-03 06:50:50","2013-04-03 11:09:15",66
"172.30.1.30","172.30.0.4",1,124,0.0,2,"2013-04-03 11:58:39","2013-04-03 11:58:39",1
"172.20.1.247","10.0.0.7",120,54143,626.8,60,"2013-04-03 06:55:38","2013-04-03 15:15:53",120
"172.10.0.6","172.30.1.204",17,1258,0.0,0,"2013-04-03 01:13:22","2013-04-03 23:15:20",17
"10.0.0.7","172.20.2.108",1,632,391.0,0,"2013-04-03 09:46:56","2013-04-03 09:46:56",1
"10.0.0.11","172.10.2.122",1,633,368.0,0,"2013-04-03 10:03:17","2013-04-03 10:03:17",1
"172.20.1.66","10.0.0.9",62,28377,632.0,11,"2013-04-03 06:49:41","2013-04-03 11:09:36",62
"172.30.1.109","10.0.0.6",68,30812,628.0294118,32,"2013-04-03 06:49:00","2013-04-03 11:57:30",68
"10.7.5.5","172.10.1.170",5,6629660,32402.4,77,"2013-04-03 10:45:32","2013-04-03 11:55:15",5
"10.0.0.6","172.30.2.50",1,570,108.0,0,"2013-04-03 10:00:18","2013-04-03 10:00:18",1
"172.10.1.235","10.0.0.9",108,49153,632.0,9,"2013-04-03 06:49:00","2013-04-03 15:12:19",108
"172.10.2.64","10.0.0.7",102,43975,631.4705882,12,"2013-04-03 06:49:29","2013-04-03 14:53:38",102
"10.0.0.7","172.10.1.174",1,632,391.0,0,"2013-04-03 09:58:52","2013-04-03 09:58:52",1
"172.10.2.80","172.0.0.1",32,3510,101.25,1,"2013-04-03 01:10:48","2013-04-03 23:19:16",32
"172.20.2.70","10.0.0.12",78,35020,631.5128205,10,"2013-04-03 06:52:28","2013-04-03 11:19:11",78
"172.20.1.9","239.255.255.250",21,4025,0.0,6,"2013-04-03 06:36:50","2013-04-03 06:36:59",21
"10.1.0.77","172.10.1.194",1,633,392.0,0,"2013-04-03 11:13:59","2013-04-03 11:13:59",1
"172.10.0.6","172.20.1.80",15,1110,0.0,0,"2013-04-03 04:21:41","2013-04-03 23:17:56",15
"10.7.5.5","172.20.2.123",4,11594482,73573.0,405,"2013-04-03 10:19:49","2013-04-03 11:15:44",4
"10.0.0.6","172.10.1.252",1,570,108.0,0,"2013-04-03 09:33:45","2013-04-03 09:33:45",1
"172.10.1.219","172.0.0.1",30,2970,99.0,48,"2013-04-03 01:31:31","2013-04-03 22:53:36",30
"172.30.1.136","10.0.0.11",55,25024,630.0545455,16,"2013-04-03 06:50:36","2013-04-03 11:51:11",55
"172.20.1.220","10.0.0.11",132,59998,628.6136364,61,"2013-04-03 06:49:21","2013-04-03 15:15:41",132
"172.10.1.145","10.0.0.10",75,34104,632.8933333,12,"2013-04-03 06:48:52","2013-04-03 14:48:00",75
"172.10.1.56","10.1.0.77",101,46314,632.4653465,24,"2013-04-03 06:53:34","2013-04-03 15:06:40",101
"172.30.1.252","172.0.0.1",29,2610,90.0,0,"2013-04-03 00:26:46","2013-04-03 23:06:00",29
"172.30.1.248","10.0.0.13",87,39740,632.3793103,8,"2013-04-03 06:56:07","2013-04-03 15:15:04",87
"172.30.1.90","10.0.0.7",74,33697,625.027027,9,"2013-04-03 06:49:13","2013-04-03 12:13:28",74
"172.30.1.231","239.255.255.250",1,525,0.0,6,"2013-04-03 06:36:20","2013-04-03 06:36:20",1
"172.20.1.97","10.0.0.14",68,30588,630.6176471,3,"2013-04-03 06:54:28","2013-04-03 11:28:54",68
"172.10.1.78","10.0.0.8",118,54111,617.9661017,41,"2013-04-03 06:48:25","2013-04-03 15:17:09",118
"172.10.1.157","10.0.0.14",73,32912,632.1506849,8,"2013-04-03 06:54:02","2013-04-03 14:46:18",73
"172.10.1.190","10.1.0.76",72,32465,617.7777778,25,"2013-04-03 06:53:41","2013-04-03 15:18:28",72
"10.0.0.7","172.20.1.235",1,632,391.0,0,"2013-04-03 14:10:00","2013-04-03 14:10:00",1
"172.30.1.19","10.0.0.6",90,40317,617.3555556,22,"2013-04-03 06:48:07","2013-04-03 12:11:28",90
"172.10.2.121","10.0.0.14",94,39954,627.5,4,"2013-04-03 07:01:40","2013-04-03 15:14:51",94
"172.30.1.100","10.0.0.5",74,33522,632.1081081,10,"2013-04-03 06:52:12","2013-04-03 12:12:08",74
"10.1.0.77","172.10.1.125",1,54,0.0,0,"2013-04-03 10:23:12","2013-04-03 10:23:12",1
"10.0.0.10","172.10.1.240",1,571,108.0,0,"2013-04-03 09:40:28","2013-04-03 09:40:28",1
"172.20.1.54","239.255.255.250",6,1400,0.0,6,"2013-04-03 06:36:52","2013-04-03 06:36:59",6
"10.7.5.5","172.20.2.73",10,14392993,41269.2,481,"2013-04-03 10:18:10","2013-04-03 11:18:01",10
"172.10.1.55","10.1.0.100",120,54892,624.3333333,34,"2013-04-03 06:50:14","2013-04-03 14:55:07",120
"172.20.1.226","10.0.0.13",109,49946,632.5045872,55,"2013-04-03 06:54:13","2013-04-03 15:09:29",109
"172.10.1.195","10.7.5.5",203,15920950,3252653.424,4818,"2013-04-03 10:09:29","2013-04-03 15:12:50",203
"10.0.0.5","172.10.1.232",3,1896,391.0,0,"2013-04-03 09:49:04","2013-04-03 10:27:38",3
"172.10.2.62","239.255.255.250",3,875,0.0,6,"2013-04-03 06:36:42","2013-04-03 06:36:48",3
"172.20.1.52","10.7.5.5",100,7452732,2998321.83,5635,"2013-04-03 10:11:44","2013-04-03 11:13:11",100
"172.10.0.6","172.10.2.89",4,296,0.0,0,"2013-04-03 06:48:23","2013-04-03 20:16:57",4
"172.20.1.253","10.0.0.12",124,57094,632.1290323,68,"2013-04-03 06:51:19","2013-04-03 15:05:42",124
"172.30.2.109","10.0.0.10",59,25892,607.7457627,20,"2013-04-03 07:05:04","2013-04-03 12:12:36",59
"172.30.1.108","10.0.0.14",86,39044,631.744186,3,"2013-04-03 06:48:02","2013-04-03 11:45:32",86
"172.10.2.143","10.0.0.11",114,48706,625.5526316,36,"2013-04-03 06:49:35","2013-04-03 14:48:09",114
"172.30.1.71","10.0.0.9",65,28717,618.8307692,2,"2013-04-03 06:48:42","2013-04-03 12:09:30",65
"172.10.1.188","10.0.0.8",76,34494,631.2894737,10,"2013-04-03 06:48:47","2013-04-03 15:03:23",76
"172.10.0.6","172.30.2.57",13,962,0.0,0,"2013-04-03 04:58:14","2013-04-03 23:16:20",13
"10.0.0.12","172.20.2.88",2,687,196.0,0,"2013-04-03 09:51:32","2013-04-03 10:50:20",2
"172.10.1.52","10.0.0.13",91,41556,630.6263736,47,"2013-04-03 06:49:38","2013-04-03 15:08:13",91
"10.0.0.9","172.10.1.9",1,570,108.0,0,"2013-04-03 10:08:54","2013-04-03 10:08:54",1
"172.30.1.215","10.0.0.10",99,44730,620.2929293,13,"2013-04-03 06:48:08","2013-04-03 14:58:33",99
"172.20.1.85","10.0.0.7",67,30472,630.3880597,10,"2013-04-03 06:50:41","2013-04-03 11:14:17",67
"172.30.1.210","10.0.0.7",90,40981,621.7333333,39,"2013-04-03 06:52:04","2013-04-03 15:06:32",90
"172.30.1.110","172.30.0.4",7,1116,0.0,44,"2013-04-03 11:53:51","2013-04-03 11:58:42",7
"172.30.1.155","172.30.0.4",1,186,0.0,9,"2013-04-03 11:57:39","2013-04-03 11:57:39",1
"172.30.1.128","10.0.0.13",67,30372,629.7761194,37,"2013-04-03 06:48:39","2013-04-03 11:58:09",67
"172.10.1.217","10.0.0.12",91,41712,632.3186813,41,"2013-04-03 06:50:16","2013-04-03 15:17:47",91
"172.10.1.136","10.0.0.7",81,36639,630.5679012,3,"2013-04-03 06:48:54","2013-04-03 13:48:59",81
"172.10.2.112","10.0.0.5",116,50035,631.0,27,"2013-04-03 06:49:31","2013-04-03 15:03:32",116
"172.10.1.115","10.1.0.76",67,30018,624.358209,2,"2013-04-03 06:52:01","2013-04-03 15:11:35",67
"172.20.1.93","239.255.255.250",18,3500,0.0,6,"2013-04-03 06:36:50","2013-04-03 06:36:59",18
"172.30.1.171","239.255.255.250",4,1400,0.0,12,"2013-04-03 06:35:59","2013-04-03 12:05:33",4
"172.10.2.144","10.0.0.13",112,48160,625.9017857,14,"2013-04-03 06:50:47","2013-04-03 15:06:38",112
"172.10.0.6","172.10.2.71",2,148,0.0,0,"2013-04-03 06:48:21","2013-04-03 19:16:40",2
"172.10.2.93","10.0.0.5",103,44187,626.3883495,12,"2013-04-03 06:48:46","2013-04-03 15:17:26",103
"172.10.1.155","10.0.0.12",67,30538,632.0746269,21,"2013-04-03 06:53:42","2013-04-03 15:18:34",67
"10.0.0.7","172.30.1.177",1,632,391.0,0,"2013-04-03 11:22:35","2013-04-03 11:22:35",1
"172.30.1.243","10.0.0.8",122,55387,623.0983607,24,"2013-04-03 06:55:06","2013-04-03 14:53:43",122
"172.10.1.123","10.0.0.6",74,33558,622.7297297,55,"2013-04-03 06:50:27","2013-04-03 15:18:44",74
"172.10.1.48","172.0.0.1",1,270,0.0,0,"2013-04-03 06:36:21","2013-04-03 06:36:21",1
"172.30.2.100","10.0.0.5",65,28310,602.0,8,"2013-04-03 06:55:59","2013-04-03 12:06:37",65
"172.30.1.35","10.0.0.11",74,33318,621.527027,17,"2013-04-03 06:50:58","2013-04-03 12:08:51",74
"10.0.0.8","172.10.2.123",1,570,108.0,0,"2013-04-03 10:15:18","2013-04-03 10:15:18",1
"10.7.5.5","172.20.2.115",11,15099232,35428.72727,887,"2013-04-03 10:21:18","2013-04-03 11:13:45",11
"10.170.148.135","172.10.0.4",887,1093697,42392.65389,56,"2013-04-03 00:18:11","2013-04-03 23:57:44",887
"172.10.1.69","172.0.0.1",1,270,0.0,0,"2013-04-03 06:36:21","2013-04-03 06:36:21",1
"172.20.2.62","10.0.0.8",73,33182,629.6712329,9,"2013-04-03 06:51:59","2013-04-03 11:09:01",73
"172.20.1.45","10.0.0.13",51,23100,630.8823529,3,"2013-04-03 06:50:08","2013-04-03 11:16:42",51
"172.30.1.128","10.0.0.10",84,38120,620.047619,22,"2013-04-03 06:49:22","2013-04-03 12:05:30",84
"10.0.0.5","172.20.1.11",1,632,391.0,0,"2013-04-03 10:43:31","2013-04-03 10:43:31",1
"172.10.1.38","172.0.0.1",1,270,0.0,0,"2013-04-03 06:36:21","2013-04-03 06:36:21",1
"172.20.1.227","10.0.0.8",124,56401,631.5645161,34,"2013-04-03 06:51:55","2013-04-03 14:36:38",124
"172.10.2.91","10.0.0.11",119,51116,627.2941176,7,"2013-04-03 06:51:18","2013-04-03 15:16:08",119
"172.10.1.81","10.0.0.12",106,48312,626.5943396,18,"2013-04-03 06:50:50","2013-04-03 15:11:49",106
"10.156.165.117","172.10.0.4",890,1103848,42511.46517,67,"2013-04-03 00:32:13","2013-04-03 23:44:14",890
"172.10.1.57","10.0.0.8",118,53188,618.3559322,32,"2013-04-03 06:55:10","2013-04-03 15:14:43",118
"172.30.1.89","10.0.0.8",78,33576,599.4871795,0,"2013-04-03 06:50:06","2013-04-03 12:06:31",78
"172.30.1.175","10.0.0.6",82,36884,613.0243902,25,"2013-04-03 06:48:04","2013-04-03 12:04:09",82
"172.10.0.6","172.30.2.116",16,1184,0.0,0,"2013-04-03 13:12:53","2013-04-03 23:16:45",16
"10.1.0.77","172.10.1.221",1,633,392.0,0,"2013-04-03 09:49:16","2013-04-03 09:49:16",1
"172.30.1.66","10.1.0.75",82,35526,597.4146341,90,"2013-04-03 06:48:10","2013-04-03 12:13:52",82
"172.10.2.68","10.0.0.12",116,49862,625.1465517,28,"2013-04-03 06:54:37","2013-04-03 15:15:02",116
"172.30.0.4","10.97.34.66",34870,2679107,6.623343849,16011,"2013-04-03 09:31:11","2013-04-03 11:48:40",34870
"172.30.1.140","10.0.0.7",65,28709,619.6615385,31,"2013-04-03 06:48:39","2013-04-03 12:03:33",65
"172.10.1.84","10.1.0.76",121,55394,631.661157,24,"2013-04-03 06:53:22","2013-04-03 15:14:01",121
"172.10.1.177","10.0.0.12",68,30710,622.1029412,4,"2013-04-03 06:56:24","2013-04-03 15:07:33",68
"172.10.1.198","10.1.0.100",82,38642,632.0243902,45,"2013-04-03 06:50:39","2013-04-03 15:00:47",82
"172.20.1.31","10.0.0.7",63,28431,616.4761905,17,"2013-04-03 06:48:52","2013-04-03 11:22:33",63
"172.30.2.103","10.0.0.13",73,32518,606.4657534,169,"2013-04-03 06:48:32","2013-04-03 12:12:37",73
"172.20.1.76","239.255.255.250",9,1925,0.0,6,"2013-04-03 06:36:52","2013-04-03 06:36:59",9
"10.0.0.10","172.30.1.4",1,571,108.0,0,"2013-04-03 11:14:12","2013-04-03 11:14:12",1
"172.30.1.191","10.0.0.14",77,34566,624.7792208,0,"2013-04-03 06:49:19","2013-04-03 12:05:12",77
"172.20.2.101","10.0.0.9",61,27633,630.2295082,1,"2013-04-03 06:51:10","2013-04-03 11:11:48",61
"172.10.1.31","10.0.0.7",100,45076,625.14,13,"2013-04-03 06:50:40","2013-04-03 15:10:49",100
"172.10.1.191","10.0.0.14",66,29678,615.4545455,6,"2013-04-03 06:48:43","2013-04-03 15:11:26",66
"10.0.0.9","172.10.1.34",1,632,391.0,0,"2013-04-03 11:31:14","2013-04-03 11:31:14",1
"172.10.1.242","10.0.0.11",88,38968,617.8181818,11,"2013-04-03 06:50:37","2013-04-03 15:04:48",88
"172.10.2.104","172.0.0.1",32,3150,90.0,1,"2013-04-03 01:10:48","2013-04-03 23:19:16",32
"172.30.1.246","10.0.0.8",122,55495,631.1147541,7,"2013-04-03 06:48:45","2013-04-03 15:13:24",122
"10.0.0.13","172.30.1.165",2,1266,392.0,0,"2013-04-03 10:47:27","2013-04-03 11:07:55",2
"172.10.1.143","10.0.0.14",71,32694,633.0,5,"2013-04-03 06:49:12","2013-04-03 15:07:49",71
"10.0.0.5","172.20.2.93",1,570,108.0,0,"2013-04-03 10:17:50","2013-04-03 10:17:50",1
"172.30.1.20","10.0.0.6",68,31290,620.3235294,107,"2013-04-03 06:51:32","2013-04-03 12:08:57",68
"172.10.0.6","172.20.2.80",13,962,0.0,0,"2013-04-03 04:22:12","2013-04-03 23:18:27",13
"172.10.1.40","10.0.0.14",95,43414,633.0,9,"2013-04-03 06:50:40","2013-04-03 14:46:07",95
"10.0.0.5","172.10.1.157",1,632,391.0,0,"2013-04-03 11:35:12","2013-04-03 11:35:12",1
"172.10.1.37","172.0.0.1",1,270,0.0,0,"2013-04-03 06:36:21","2013-04-03 06:36:21",1
"172.30.2.133","10.0.0.10",65,29184,621.6,33,"2013-04-03 06:48:21","2013-04-03 12:12:37",65
"10.0.0.14","172.20.1.36",4,2470,321.0,0,"2013-04-03 09:49:56","2013-04-03 10:46:04",4
"172.10.1.47","10.0.0.8",110,50018,618.4181818,38,"2013-04-03 06:48:28","2013-04-03 15:16:23",110
"172.30.1.225","10.0.0.9",129,58361,628.0,27,"2013-04-03 06:48:07","2013-04-03 15:12:19",129
"172.30.1.179","10.0.0.10",90,40752,631.2,14,"2013-04-03 06:48:41","2013-04-03 12:05:34",90
"172.20.1.7","10.0.0.8",65,29054,615.1692308,0,"2013-04-03 06:49:19","2013-04-03 11:10:00",65
"172.10.0.6","172.10.2.128",4,392,0.0,0,"2013-04-03 06:48:28","2013-04-03 20:17:01",4
"172.20.2.127","10.0.0.9",86,38675,630.744186,7,"2013-04-03 06:49:34","2013-04-03 11:11:01",86
"172.10.1.50","10.0.0.10",102,45908,625.2058824,10,"2013-04-03 06:53:55","2013-04-03 15:01:08",102
"172.10.1.177","10.1.0.75",70,31904,633.0,5,"2013-04-03 06:52:15","2013-04-03 14:22:33",70
"172.30.1.186","10.0.0.9",65,28887,623.1076923,9,"2013-04-03 06:48:15","2013-04-03 11:45:31",65
"172.30.1.43","172.0.0.1",25,3870,154.8,67,"2013-04-03 02:07:37","2013-04-03 22:05:39",25
"10.0.0.9","172.20.2.99",1,570,108.0,0,"2013-04-03 10:29:49","2013-04-03 10:29:49",1
"172.30.1.53","10.0.0.8",83,36976,615.4698795,15,"2013-04-03 06:49:57","2013-04-03 12:11:30",83
"172.30.1.214","239.255.255.250",2,700,0.0,6,"2013-04-03 06:36:14","2013-04-03 06:36:20",2
"10.0.0.12","172.20.1.1",2,1266,392.0,0,"2013-04-03 10:15:25","2013-04-03 10:29:37",2
"172.10.1.102","10.7.5.5",216,16039811,3123594.949,3817,"2013-04-03 10:10:21","2013-04-03 15:03:38",216
"172.30.1.224","10.0.0.6",106,47751,622.2641509,9,"2013-04-03 06:50:01","2013-04-03 15:13:18",106
"10.199.250.2","172.10.1.126",1,54,0.0,0,"2013-04-03 09:34:16","2013-04-03 09:34:16",1
"172.30.2.53","10.0.0.10",76,34158,621.1184211,151,"2013-04-03 06:50:52","2013-04-03 12:12:37",76
"172.10.1.169","10.7.5.5",239,18466199,3228040.126,5669,"2013-04-03 10:09:23","2013-04-03 14:35:31",239
"172.10.1.178","10.0.0.8",62,28315,631.1290323,8,"2013-04-03 06:51:26","2013-04-03 15:11:01",62
"172.10.1.187","10.1.0.75",70,31956,631.4571429,8,"2013-04-03 06:50:38","2013-04-03 15:12:01",70
"172.10.1.252","10.0.0.10",96,43638,627.0520833,6,"2013-04-03 06:51:08","2013-04-03 15:14:12",96
"10.0.0.9","172.20.2.69",1,632,391.0,0,"2013-04-03 10:59:25","2013-04-03 10:59:25",1
